start_id,end_id,start_name,end_name,start_coordinate,end_coordinate,route,linear_distance,route,distance,trip duration,distance_value(km),time_value(min)
98,104,羅斯福景隆街口,台北花木批發市場,"24.999378,121.540197","25.004023,121.54074",途經台9線和興隆路一段,0.5174517275311137,途經台9線和興隆路一段,800 公尺,3 分,0.8,3.0
98,141,羅斯福景隆街口,文山行政中心,"24.999378,121.540197","24.989902,121.569984",途經景文街,3.185069871017785,途經景文街,8.1 公里,26 分,8.1,26.0
98,142,羅斯福景隆街口,捷運木柵站,"24.999378,121.540197","24.997996,121.57444",途經木柵路四段/106縣道,3.4602587735408217,途經木柵路四段/106縣道,8.5 公里,27 分,8.5,27.0
98,143,羅斯福景隆街口,捷運動物園站(2號出口),"24.999378,121.540197","24.997659,121.578752",途經新光路二段,3.8968325643316972,途經新光路二段,9.0 公里,30 分,9.0,30.0
98,144,羅斯福景隆街口,國立政治大學,"24.999378,121.540197","24.988363,121.576536",途經景美街和景文街,3.8661965192965515,途經景美街和景文街,8.4 公里,28 分,8.4,28.0
98,151,羅斯福景隆街口,考試院,"24.999378,121.540197","24.987507,121.549827",途經景福街,1.6353461473118114,途經景福街,4.2 公里,14 分,4.2,14.0
98,166,羅斯福景隆街口,臺北市立景美女中,"24.999378,121.540197","24.980602,121.556177",途經景福街,2.632229826620142,途經景福街,6.3 公里,20 分,6.3,20.0
98,171,羅斯福景隆街口,文山運動中心,"24.999378,121.540197","24.996842,121.559651",途經景華街,1.9839028894400201,途經景華街,2.9 公里,11 分,2.9,11.0
98,205,羅斯福景隆街口,木柵光輝路口,"24.999378,121.540197","24.988241,121.55561",途經景福街和木柵路一段/106縣道,1.9857395249811,途經景福街和木柵路一段/106縣道,4.7 公里,15 分,4.7,15.0
98,206,羅斯福景隆街口,捷運辛亥站,"24.999378,121.540197","25.005386,121.55716",途經興隆路二段203巷和興隆路二段,1.8371659138189067,途經興隆路二段203巷和興隆路二段,2.8 公里,12 分,2.8,12.0
98,228,羅斯福景隆街口,捷運萬芳社區站,"24.999378,121.540197","24.998811,121.56789",途經萬芳路,2.7963367871472906,途經萬芳路,3.7 公里,15 分,3.7,15.0
98,247,羅斯福景隆街口,木柵公園,"24.999378,121.540197","24.987144,121.560627",途經景福街和106縣道,2.467904342713326,途經景福街和106縣道,5.4 公里,18 分,5.4,18.0
98,262,羅斯福景隆街口,永安藝文館-表演36房,"24.999378,121.540197","24.984144,121.569064",途經景文街,3.3676344616659084,途經景文街,7.0 公里,23 分,7.0,23.0
98,272,羅斯福景隆街口,忠順區民活動中心,"24.999378,121.540197","24.984707,121.563125",途經景文街,2.8282664610465025,途經景文街,6.5 公里,22 分,6.5,22.0
98,296,羅斯福景隆街口,萬和二號公園,"24.999378,121.540197","25.001545,121.536446",途經台9線和羅斯福路五段218巷,0.4483377387580812,途經台9線和羅斯福路五段218巷,650 公尺,3 分,0.65,3.0
98,315,羅斯福景隆街口,捷運萬隆站(1號出口),"24.999378,121.540197","25.001447,121.539037",途經萬隆街52巷,0.25737222339129234,途經萬隆街52巷,650 公尺,3 分,0.65,3.0
98,335,羅斯福景隆街口,景文中學,"24.999378,121.540197","24.986301,121.567855",途經景文街,3.1456274600009686,途經景文街,6.8 公里,22 分,6.8,22.0
98,369,羅斯福景隆街口,世新大學,"24.999378,121.540197","24.98862,121.54361",途經景興路,1.240506010268291,途經景興路,1.9 公里,7 分,1.9,7.0
98,383,羅斯福景隆街口,一壽橋,"24.999378,121.540197","24.97848,121.55545",途經景福街,2.7803374842035797,途經景福街,6.2 公里,20 分,6.2,20.0
98,385,羅斯福景隆街口,和興路26巷口,"24.999378,121.540197","24.9856,121.54531",途經景福街,1.6111551745002404,途經景福街,3.2 公里,10 分,3.2,10.0
98,388,羅斯福景隆街口,景華街128巷口,"24.999378,121.540197","24.995563,121.547092",途經景隆街和景興路,0.8143071140218036,途經景隆街和景興路,1.2 公里,4 分,1.2,4.0
98,391,羅斯福景隆街口,景仁公園,"24.999378,121.540197","24.9966,121.540295",途經羅斯福路六段159巷1弄,0.3078859852215925,途經羅斯福路六段159巷1弄,500 公尺,3 分,0.5,3.0
104,141,台北花木批發市場,文山行政中心,"25.004023,121.54074","24.989902,121.569984",途經汀洲路四段,3.3410501144159723,途經汀洲路四段,9.1 公里,29 分,9.1,29.0
104,142,台北花木批發市場,捷運木柵站,"25.004023,121.54074","24.997996,121.57444",途經木柵路四段/106縣道,3.46688117262324,途經木柵路四段/106縣道,9.6 公里,30 分,9.6,30.0
104,143,台北花木批發市場,捷運動物園站(2號出口),"25.004023,121.54074","24.997659,121.578752",途經新光路二段,3.9015062910414384,途經新光路二段,10.0 公里,33 分,10.0,33.0
104,144,台北花木批發市場,國立政治大學,"25.004023,121.54074","24.988363,121.576536",途經羅斯福路五段218巷和汀洲路四段,4.00851224151294,途經羅斯福路五段218巷和汀洲路四段,9.4 公里,31 分,9.4,31.0
104,151,台北花木批發市場,考試院,"25.004023,121.54074","24.987507,121.549827",途經興隆路二段和興隆路三段,2.046635345874733,途經興隆路二段和興隆路三段,4.6 公里,16 分,4.6,16.0
104,166,台北花木批發市場,臺北市立景美女中,"25.004023,121.54074","24.980602,121.556177",途經汀洲路四段,3.0265106810225784,途經汀洲路四段,6.6 公里,22 分,6.6,22.0
104,171,台北花木批發市場,文山運動中心,"25.004023,121.54074","24.996842,121.559651",途經興隆路一段和興隆路二段,2.0681558737308623,途經興隆路一段和興隆路二段,2.5 公里,9 分,2.5,9.0
104,205,台北花木批發市場,木柵光輝路口,"25.004023,121.54074","24.988241,121.55561",途經木柵路一段/106縣道,2.304297673387619,途經木柵路一段/106縣道,5.0 公里,17 分,5.0,17.0
104,206,台北花木批發市場,捷運辛亥站,"25.004023,121.54074","25.005386,121.55716",途經興隆路一段和興隆路二段,1.6643996290734293,途經興隆路一段和興隆路二段,2.6 公里,10 分,2.6,10.0
104,228,台北花木批發市場,捷運萬芳社區站,"25.004023,121.54074","24.998811,121.56789",途經萬芳路,2.8009133841548595,途經萬芳路,3.7 公里,14 分,3.7,14.0
104,247,台北花木批發市場,木柵公園,"25.004023,121.54074","24.987144,121.560627",途經106縣道,2.7434705003685433,途經106縣道,5.7 公里,20 分,5.7,20.0
104,262,台北花木批發市場,永安藝文館-表演36房,"25.004023,121.54074","24.984144,121.569064",途經汀洲路四段,3.6090820857605173,途經汀洲路四段,8.0 公里,26 分,8.0,26.0
104,272,台北花木批發市場,忠順區民活動中心,"25.004023,121.54074","24.984707,121.563125",途經汀洲路四段,3.1121179970435007,途經汀洲路四段,7.5 公里,25 分,7.5,25.0
104,296,台北花木批發市場,萬和二號公園,"25.004023,121.54074","25.001545,121.536446",途經興隆路一段、羅斯福路五段/台9線和羅斯福路五段218巷,0.5130729468090834,途經興隆路一段、羅斯福路五段/台9線和羅斯福路五段218巷,750 公尺,3 分,0.75,3.0
104,315,台北花木批發市場,捷運萬隆站(1號出口),"25.004023,121.54074","25.001447,121.539037",途經興隆路一段和羅斯福路五段/台9線,0.3331361862724037,途經興隆路一段和羅斯福路五段/台9線,550 公尺,2 分,0.55,2.0
104,335,台北花木批發市場,景文中學,"25.004023,121.54074","24.986301,121.567855",途經保儀路,3.3685326054704103,途經保儀路,7.8 公里,25 分,7.8,25.0
104,369,台北花木批發市場,世新大學,"25.004023,121.54074","24.98862,121.54361",途經汀洲路四段,1.7306590612425892,途經汀洲路四段,2.9 公里,11 分,2.9,11.0
104,383,台北花木批發市場,一壽橋,"25.004023,121.54074","24.97848,121.55545",途經汀洲路四段,3.1955214608330347,途經汀洲路四段,6.5 公里,21 分,6.5,21.0
104,385,台北花木批發市場,和興路26巷口,"25.004023,121.54074","24.9856,121.54531",途經汀洲路四段,2.0922681588890004,途經汀洲路四段,3.5 公里,12 分,3.5,12.0
104,388,台北花木批發市場,景華街128巷口,"25.004023,121.54074","24.995563,121.547092",途經興隆路一段和景華街,1.1355229656038759,途經興隆路一段和景華街,1.5 公里,6 分,1.5,6.0
104,391,台北花木批發市場,景仁公園,"25.004023,121.54074","24.9966,121.540295",途經台9線,0.8234933773548415,途經台9線,1.0 公里,5 分,1.0,5.0
141,142,文山行政中心,捷運木柵站,"24.989902,121.569984","24.997996,121.57444",途經木柵路四段/106縣道,1.0031214790073493,途經木柵路四段/106縣道,1.1 公里,4 分,1.1,4.0
141,143,文山行政中心,捷運動物園站(2號出口),"24.989902,121.569984","24.997659,121.578752",途經新光路二段,1.2336410583698914,途經新光路二段,1.4 公里,6 分,1.4,6.0
141,144,文山行政中心,國立政治大學,"24.989902,121.569984","24.988363,121.576536",途經指南路二段,0.6830981875343253,途經指南路二段,1.2 公里,6 分,1.2,6.0
141,151,文山行政中心,考試院,"24.989902,121.569984","24.987507,121.549827",途經木柵路三段、106縣道和試院路,2.05225726322518,途經木柵路三段、106縣道和試院路,2.5 公里,9 分,2.5,9.0
141,166,文山行政中心,臺北市立景美女中,"24.989902,121.569984","24.980602,121.556177",途經木柵路三段和木新路三段,1.7333420887055804,途經木柵路三段和木新路三段,2.4 公里,9 分,2.4,9.0
141,171,文山行政中心,文山運動中心,"24.989902,121.569984","24.996842,121.559651",途經興隆路三段,1.2958422618658592,途經興隆路三段,2.2 公里,8 分,2.2,8.0
141,205,文山行政中心,木柵光輝路口,"24.989902,121.569984","24.988241,121.55561",途經木柵路三段,1.462802543330149,途經木柵路三段,1.6 公里,6 分,1.6,6.0
141,206,文山行政中心,捷運辛亥站,"24.989902,121.569984","25.005386,121.55716",途經106縣道,2.1489406634167594,途經106縣道,4.2 公里,16 分,4.2,16.0
141,228,文山行政中心,捷運萬芳社區站,"24.989902,121.569984","24.998811,121.56789",途經木柵路四段/106縣道和萬芳路,1.0092629260467707,途經木柵路四段/106縣道和萬芳路,1.4 公里,6 分,1.4,6.0
141,247,文山行政中心,木柵公園,"24.989902,121.569984","24.987144,121.560627",途經木柵路三段,0.9928509748671338,途經木柵路三段,1.3 公里,6 分,1.3,6.0
141,262,文山行政中心,永安藝文館-表演36房,"24.989902,121.569984","24.984144,121.569064",途經木新路二段,0.6445567870462594,途經木新路二段,1.0 公里,4 分,1.0,4.0
141,272,文山行政中心,忠順區民活動中心,"24.989902,121.569984","24.984707,121.563125",途經木柵路三段,0.9003878917957661,途經木柵路三段,1.3 公里,5 分,1.3,5.0
141,296,文山行政中心,萬和二號公園,"24.989902,121.569984","25.001545,121.536446",途經木柵路三段,3.623108220298129,途經木柵路三段,8.4 公里,26 分,8.4,26.0
141,315,文山行政中心,捷運萬隆站(1號出口),"24.989902,121.569984","25.001447,121.539037",途經羅斯福路五段218巷,3.3758278249072853,途經羅斯福路五段218巷,8.8 公里,28 分,8.8,28.0
141,335,文山行政中心,景文中學,"24.989902,121.569984","24.986301,121.567855",途經木柵路三段和木柵路三段102巷,0.4531180055730548,途經木柵路三段和木柵路三段102巷,550 公尺,3 分,0.55,3.0
141,369,文山行政中心,世新大學,"24.989902,121.569984","24.98862,121.54361",途經木柵路三段,2.6664733249913968,途經木柵路三段,6.2 公里,19 分,6.2,19.0
141,383,文山行政中心,一壽橋,"24.989902,121.569984","24.97848,121.55545",途經木柵路三段,1.9375493093746086,途經木柵路三段,3.9 公里,12 分,3.9,12.0
141,385,文山行政中心,和興路26巷口,"24.989902,121.569984","24.9856,121.54531",途經木柵路三段,2.5362611854131183,途經木柵路三段,5.9 公里,18 分,5.9,18.0
141,388,文山行政中心,景華街128巷口,"24.989902,121.569984","24.995563,121.547092",途經景興路,2.394650462889831,途經景興路,7.8 公里,24 分,7.8,24.0
141,391,文山行政中心,景仁公園,"24.989902,121.569984","24.9966,121.540295",途經景文街,3.087738952240016,途經景文街,7.5 公里,24 分,7.5,24.0
142,143,捷運木柵站,捷運動物園站(2號出口),"24.997996,121.57444","24.997659,121.578752",途經106縣道和新光路二段,0.436902186807925,途經106縣道和新光路二段,2.1 公里,6 分,2.1,6.0
142,144,捷運木柵站,國立政治大學,"24.997996,121.57444","24.988363,121.576536",途經木柵路四段/106縣道,1.0878525997184953,途經木柵路四段/106縣道,1.9 公里,7 分,1.9,7.0
142,151,捷運木柵站,考試院,"24.997996,121.57444","24.987507,121.549827",途經萬芳路和106縣道,2.7430609254099414,途經萬芳路和106縣道,4.1 公里,13 分,4.1,13.0
142,166,捷運木柵站,臺北市立景美女中,"24.997996,121.57444","24.980602,121.556177",途經木柵路四段/106縣道,2.666856537900189,途經木柵路四段/106縣道,4.5 公里,14 分,4.5,14.0
142,171,捷運木柵站,文山運動中心,"24.997996,121.57444","24.996842,121.559651",途經和平東路四段和萬芳路,1.4984446769047859,途經和平東路四段和萬芳路,2.2 公里,10 分,2.2,10.0
142,205,捷運木柵站,木柵光輝路口,"24.997996,121.57444","24.988241,121.55561",途經木柵路四段/106縣道和木柵路三段,2.1866544126975676,途經木柵路四段/106縣道和木柵路三段,2.7 公里,10 分,2.7,10.0
142,206,捷運木柵站,捷運辛亥站,"24.997996,121.57444","25.005386,121.55716",途經106縣道和興隆路三段,1.926923614747868,途經106縣道和興隆路三段,4.4 公里,14 分,4.4,14.0
142,228,捷運木柵站,捷運萬芳社區站,"24.997996,121.57444","24.998811,121.56789",途經和平東路四段,0.6673662657138644,途經和平東路四段,1.4 公里,7 分,1.4,7.0
142,247,捷運木柵站,木柵公園,"24.997996,121.57444","24.987144,121.560627",途經106縣道,1.8411165669024159,途經106縣道,2.2 公里,9 分,2.2,9.0
142,262,捷運木柵站,永安藝文館-表演36房,"24.997996,121.57444","24.984144,121.569064",途經木柵路四段/106縣道,1.6275846381846448,途經木柵路四段/106縣道,2.4 公里,8 分,2.4,8.0
142,272,捷運木柵站,忠順區民活動中心,"24.997996,121.57444","24.984707,121.563125",途經106縣道,1.8632972166537458,途經106縣道,2.5 公里,9 分,2.5,9.0
142,296,捷運木柵站,萬和二號公園,"24.997996,121.57444","25.001545,121.536446",途經木柵路四段/106縣道,3.8555999418443827,途經木柵路四段/106縣道,8.9 公里,27 分,8.9,27.0
142,315,捷運木柵站,捷運萬隆站(1號出口),"24.997996,121.57444","25.001447,121.539037",途經木柵路四段/106縣道,3.5943305687564155,途經木柵路四段/106縣道,9.3 公里,29 分,9.3,29.0
142,335,捷運木柵站,景文中學,"24.997996,121.57444","24.986301,121.567855",途經木柵路四段/106縣道和木柵路三段,1.4561061461229012,途經木柵路四段/106縣道和木柵路三段,1.6 公里,5 分,1.6,5.0
142,369,捷運木柵站,世新大學,"24.997996,121.57444","24.98862,121.54361",途經木柵路四段/106縣道,3.2811747649342475,途經木柵路四段/106縣道,6.7 公里,20 分,6.7,20.0
142,383,捷運木柵站,一壽橋,"24.997996,121.57444","24.97848,121.55545",途經木柵路四段/106縣道,2.889516146821435,途經木柵路四段/106縣道,4.5 公里,13 分,4.5,13.0
