start_id,end_id,start_name,end_name,start_coordinate,end_coordinate,route,linear_distance,route,distance,trip duration,distance_value(km),time_value(min)
142,385,捷運木柵站,和興路26巷口,"24.997996,121.57444","24.9856,121.54531",途經木柵路四段/106縣道,3.2456486613527917,途經木柵路四段/106縣道,6.4 公里,19 分,6.4,19.0
142,388,捷運木柵站,景華街128巷口,"24.997996,121.57444","24.995563,121.547092",途經106縣道和興隆路三段,2.7739784183087663,途經106縣道和興隆路三段,5.0 公里,17 分,5.0,17.0
142,391,捷運木柵站,景仁公園,"24.997996,121.57444","24.9966,121.540295",途經景文街,3.450483138111703,途經景文街,8.0 公里,25 分,8.0,25.0
143,144,捷運動物園站(2號出口),國立政治大學,"24.997659,121.578752","24.988363,121.576536",途經新光路二段,1.053765639807564,途經新光路二段,1.8 公里,6 分,1.8,6.0
143,151,捷運動物園站(2號出口),考試院,"24.997659,121.578752","24.987507,121.549827",途經木柵路三段,3.1292110183136477,途經木柵路三段,3.9 公里,15 分,3.9,15.0
143,166,捷運動物園站(2號出口),臺北市立景美女中,"24.997659,121.578752","24.980602,121.556177",途經新光路二段,2.9604968427133334,途經新光路二段,5.0 公里,15 分,5.0,15.0
143,171,捷運動物園站(2號出口),文山運動中心,"24.997659,121.578752","24.996842,121.559651",途經木柵路三段,1.930413187249146,途經木柵路三段,3.6 公里,13 分,3.6,13.0
143,205,捷運動物園站(2號出口),木柵光輝路口,"24.997659,121.578752","24.988241,121.55561",途經新光路二段,2.5586675771821916,途經新光路二段,3.7 公里,14 分,3.7,14.0
143,206,捷運動物園站(2號出口),捷運辛亥站,"24.997659,121.578752","25.005386,121.55716",途經萬寧街,2.341724725141758,途經萬寧街,5.7 公里,25 分,5.7,25.0
143,228,捷運動物園站(2號出口),捷運萬芳社區站,"24.997659,121.578752","24.998811,121.56789",途經新光路二段和萬芳路,1.1039359570195892,途經新光路二段和萬芳路,2.3 公里,8 分,2.3,8.0
143,247,捷運動物園站(2號出口),木柵公園,"24.997659,121.578752","24.987144,121.560627",途經新光路二段和秀明路一段/106縣道,2.169099091640803,途經新光路二段和秀明路一段/106縣道,2.6 公里,10 分,2.6,10.0
143,262,捷運動物園站(2號出口),永安藝文館-表演36房,"24.997659,121.578752","24.984144,121.569064",途經新光路二段和萬壽橋,1.7882738109068506,途經新光路二段和萬壽橋,2.8 公里,9 分,2.8,9.0
143,272,捷運動物園站(2號出口),忠順區民活動中心,"24.997659,121.578752","24.984707,121.563125",途經新光路二段和木新路二段,2.1324765792451594,途經新光路二段和木新路二段,2.8 公里,9 分,2.8,9.0
143,296,捷運動物園站(2號出口),萬和二號公園,"24.997659,121.578752","25.001545,121.536446",途經新光路二段,4.292447079408919,途經新光路二段,9.4 公里,28 分,9.4,28.0
143,315,捷運動物園站(2號出口),捷運萬隆站(1號出口),"24.997659,121.578752","25.001447,121.539037",途經新光路二段,4.03114558260329,途經新光路二段,9.8 公里,30 分,9.8,30.0
143,335,捷運動物園站(2號出口),景文中學,"24.997659,121.578752","24.986301,121.567855",途經新光路二段和指南路一段,1.671296868656799,途經新光路二段和指南路一段,2.1 公里,8 分,2.1,8.0
143,369,捷運動物園站(2號出口),世新大學,"24.997659,121.578752","24.98862,121.54361",途經新光路二段,3.6863709205025916,途經新光路二段,7.2 公里,21 分,7.2,21.0
143,383,捷運動物園站(2號出口),一壽橋,"24.997659,121.578752","24.97848,121.55545",途經新光路二段,3.169875227133232,途經新光路二段,4.9 公里,15 分,4.9,15.0
143,385,捷運動物園站(2號出口),和興路26巷口,"24.997659,121.578752","24.9856,121.54531",途經新光路二段,3.6308569373549915,途經新光路二段,6.9 公里,20 分,6.9,20.0
143,388,捷運動物園站(2號出口),景華街128巷口,"24.997659,121.578752","24.995563,121.547092",途經新光路二段,3.2045895622358995,途經新光路二段,8.8 公里,27 分,8.8,27.0
143,391,捷運動物園站(2號出口),景仁公園,"24.997659,121.578752","24.9966,121.540295",途經新光路二段,3.8840996930177085,途經新光路二段,8.5 公里,26 分,8.5,26.0
144,151,國立政治大學,考試院,"24.988363,121.576536","24.987507,121.549827",途經指南路二段,2.6982058345021476,途經指南路二段,5.2 公里,16 分,5.2,16.0
144,166,國立政治大學,臺北市立景美女中,"24.988363,121.576536","24.980602,121.556177",途經指南路二段,2.2280438734474495,途經指南路二段,4.0 公里,13 分,4.0,13.0
144,171,國立政治大學,文山運動中心,"24.988363,121.576536","24.996842,121.559651",途經106縣道,1.9462755361719062,途經106縣道,3.2 公里,11 分,3.2,11.0
144,205,國立政治大學,木柵光輝路口,"24.988363,121.576536","24.988241,121.55561",途經106縣道,2.112724778828652,途經106縣道,2.7 公里,9 分,2.7,9.0
144,206,國立政治大學,捷運辛亥站,"24.988363,121.576536","25.005386,121.55716",途經萬寧街,2.7169792772265686,途經萬寧街,5.7 公里,26 分,5.7,26.0
144,228,國立政治大學,捷運萬芳社區站,"24.988363,121.576536","24.998811,121.56789",途經萬芳路,1.4496043395478948,途經萬芳路,2.2 公里,8 分,2.2,8.0
144,247,國立政治大學,木柵公園,"24.988363,121.576536","24.987144,121.560627",途經秀明路一段/106縣道,1.6118402473061562,途經秀明路一段/106縣道,2.4 公里,11 分,2.4,11.0
144,262,國立政治大學,永安藝文館-表演36房,"24.988363,121.576536","24.984144,121.569064",途經木新路二段,0.8874174019169471,途經木新路二段,1.1 公里,5 分,1.1,5.0
144,272,國立政治大學,忠順區民活動中心,"24.988363,121.576536","24.984707,121.563125",途經木新路二段,1.4132584577635432,途經木新路二段,1.8 公里,8 分,1.8,8.0
144,296,國立政治大學,萬和二號公園,"24.988363,121.576536","25.001545,121.536446",途經指南路二段,4.302612337581886,途經指南路二段,8.5 公里,26 分,8.5,26.0
144,315,國立政治大學,捷運萬隆站(1號出口),"24.988363,121.576536","25.001447,121.539037",途經羅斯福路五段218巷,4.053642707824356,途經羅斯福路五段218巷,8.9 公里,28 分,8.9,28.0
144,335,國立政治大學,景文中學,"24.988363,121.576536","24.986301,121.567855",途經秀明路二段和木柵路三段,0.9057126717895801,途經秀明路二段和木柵路三段,1.7 公里,6 分,1.7,6.0
144,369,國立政治大學,世新大學,"24.988363,121.576536","24.98862,121.54361",途經恆光橋,3.3243141100249898,途經恆光橋,6.7 公里,22 分,6.7,22.0
144,383,國立政治大學,一壽橋,"24.988363,121.576536","24.97848,121.55545",途經指南路二段,2.393910872440428,途經指南路二段,4.0 公里,12 分,4.0,12.0
144,385,國立政治大學,和興路26巷口,"24.988363,121.576536","24.9856,121.54531",途經恆光橋,3.1674216451788317,途經恆光橋,6.4 公里,20 分,6.4,20.0
144,388,國立政治大學,景華街128巷口,"24.988363,121.576536","24.995563,121.547092",途經恆光橋和景興路,3.0777048862436365,途經恆光橋和景興路,8.3 公里,27 分,8.3,27.0
144,391,國立政治大學,景仁公園,"24.988363,121.576536","24.9966,121.540295",途經恆光橋和景文街,3.770812246172595,途經恆光橋和景文街,8.0 公里,27 分,8.0,27.0
151,166,考試院,臺北市立景美女中,"24.987507,121.549827","24.980602,121.556177",途經木柵路一段/106縣道,0.998037433806531,途經木柵路一段/106縣道,1.9 公里,7 分,1.9,7.0
151,171,考試院,文山運動中心,"24.987507,121.549827","24.996842,121.559651",途經106縣道和興隆路三段,1.4328113027175473,途經106縣道和興隆路三段,2.2 公里,8 分,2.2,8.0
151,205,考試院,木柵光輝路口,"24.987507,121.549827","24.988241,121.55561",途經木柵路一段/106縣道,0.589485887145107,途經木柵路一段/106縣道,750 公尺,3 分,0.75,3.0
151,206,考試院,捷運辛亥站,"24.987507,121.549827","25.005386,121.55716",途經景興路和興隆路二段,2.1143407152480496,途經景興路和興隆路二段,4.5 公里,18 分,4.5,18.0
151,228,考試院,捷運萬芳社區站,"24.987507,121.549827","24.998811,121.56789",途經106縣道,2.2120857890497994,途經106縣道,3.5 公里,12 分,3.5,12.0
151,247,考試院,木柵公園,"24.987507,121.549827","24.987144,121.560627",途經下崙路,1.0911139765666042,途經下崙路,1.5 公里,7 分,1.5,7.0
151,262,考試院,永安藝文館-表演36房,"24.987507,121.549827","24.984144,121.569064",途經木柵路一段76巷,1.9776038154807132,途經木柵路一段76巷,4.2 公里,14 分,4.2,14.0
151,272,考試院,忠順區民活動中心,"24.987507,121.549827","24.984707,121.563125",途經106縣道,1.3779464623423003,途經106縣道,1.9 公里,8 分,1.9,8.0
151,296,考試院,萬和二號公園,"24.987507,121.549827","25.001545,121.536446",途經106縣道和台9線,2.059847540552118,途經106縣道和台9線,3.4 公里,13 分,3.4,13.0
151,315,考試院,捷運萬隆站(1號出口),"24.987507,121.549827","25.001447,121.539037",途經106縣道,1.8897208081187906,途經106縣道,3.5 公里,13 分,3.5,13.0
151,335,考試院,景文中學,"24.987507,121.549827","24.986301,121.567855",途經忠順街一段,1.825017136675233,途經忠順街一段,2.5 公里,9 分,2.5,9.0
151,369,考試院,世新大學,"24.987507,121.549827","24.98862,121.54361",途經木柵路一段59巷和木柵路一段,0.639661402195024,途經木柵路一段59巷和木柵路一段,1.0 公里,4 分,1.0,4.0
151,383,考試院,一壽橋,"24.987507,121.549827","24.97848,121.55545",途經木柵路一段76巷,1.1498676645812125,途經木柵路一段76巷,2.6 公里,10 分,2.6,10.0
151,385,考試院,和興路26巷口,"24.987507,121.549827","24.9856,121.54531",途經木柵路一段59巷,0.5025906606797582,途經木柵路一段59巷,800 公尺,4 分,0.8,4.0
151,388,考試院,景華街128巷口,"24.987507,121.549827","24.995563,121.547092",途經106縣道和台9線,0.934126568772462,途經106縣道和台9線,3.0 公里,11 分,3.0,11.0
151,391,考試院,景仁公園,"24.987507,121.549827","24.9966,121.540295",途經106縣道和台9線,1.3930622446008063,途經106縣道和台9線,2.6 公里,10 分,2.6,10.0
166,171,臺北市立景美女中,文山運動中心,"24.980602,121.556177","24.996842,121.559651",途經辛亥路七段和106縣道,1.8328204144622386,途經辛亥路七段和106縣道,2.9 公里,10 分,2.9,10.0
166,205,臺北市立景美女中,木柵光輝路口,"24.980602,121.556177","24.988241,121.55561",途經辛亥路七段,0.848126472167639,途經辛亥路七段,1.5 公里,5 分,1.5,5.0
166,206,臺北市立景美女中,捷運辛亥站,"24.980602,121.556177","25.005386,121.55716",途經興隆路三段,2.7471856788336106,途經興隆路三段,4.3 公里,15 分,4.3,15.0
166,228,臺北市立景美女中,捷運萬芳社區站,"24.980602,121.556177","24.998811,121.56789",途經木新路三段,2.338141075624483,途經木新路三段,4.0 公里,13 分,4.0,13.0
166,247,臺北市立景美女中,木柵公園,"24.980602,121.556177","24.987144,121.560627",途經辛亥路七段和106縣道,0.8526498265116108,途經辛亥路七段和106縣道,2.1 公里,8 分,2.1,8.0
166,262,臺北市立景美女中,永安藝文館-表演36房,"24.980602,121.556177","24.984144,121.569064",途經木新路二段,1.3590001209829712,途經木新路二段,1.5 公里,5 分,1.5,5.0
166,272,臺北市立景美女中,忠順區民活動中心,"24.980602,121.556177","24.984707,121.563125",途經木新路三段,0.8359865717100112,途經木新路三段,1.1 公里,5 分,1.1,5.0
166,296,臺北市立景美女中,萬和二號公園,"24.980602,121.556177","25.001545,121.536446",途經樟新街8巷,3.0577809681547174,途經樟新街8巷,6.0 公里,19 分,6.0,19.0
166,315,臺北市立景美女中,捷運萬隆站(1號出口),"24.980602,121.556177","25.001447,121.539037",途經羅斯福路五段218巷,2.885492757288683,途經羅斯福路五段218巷,6.4 公里,20 分,6.4,20.0
166,335,臺北市立景美女中,景文中學,"24.980602,121.556177","24.986301,121.567855",途經木新路三段和忠順街二段,1.3374218436256489,途經木新路三段和忠順街二段,1.7 公里,6 分,1.7,6.0
166,369,臺北市立景美女中,世新大學,"24.980602,121.556177","24.98862,121.54361",途經樟新街8巷,1.5487746316024107,途經樟新街8巷,3.8 公里,12 分,3.8,12.0
166,383,臺北市立景美女中,一壽橋,"24.980602,121.556177","24.97848,121.55545",途經一壽街,0.24625375216296413,途經一壽街,400 公尺,1 分,0.4,1.0
166,385,臺北市立景美女中,和興路26巷口,"24.980602,121.556177","24.9856,121.54531",途經木新路三段,1.2289472004312587,途經木新路三段,4.7 公里,13 分,4.7,13.0
166,388,臺北市立景美女中,景華街128巷口,"24.980602,121.556177","24.995563,121.547092",途經景興路,1.894158927006256,途經景興路,5.4 公里,17 分,5.4,17.0
166,391,臺北市立景美女中,景仁公園,"24.980602,121.556177","24.9966,121.540295",途經景文街,2.389874029004425,途經景文街,5.1 公里,17 分,5.1,17.0
171,205,文山運動中心,木柵光輝路口,"24.996842,121.559651","24.988241,121.55561",途經興隆路三段和106縣道,1.0364264498402218,途經興隆路三段和106縣道,1.4 公里,5 分,1.4,5.0
171,206,文山運動中心,捷運辛亥站,"24.996842,121.559651","25.005386,121.55716",途經興隆路三段和興德路,0.9792803422619949,途經興隆路三段和興德路,1.7 公里,7 分,1.7,7.0
171,228,文山運動中心,捷運萬芳社區站,"24.996842,121.559651","24.998811,121.56789",途經萬芳路,0.8598652197407848,途經萬芳路,900 公尺,4 分,0.9,4.0
171,247,文山運動中心,木柵公園,"24.996842,121.559651","24.987144,121.560627",途經興隆路三段和興隆路四段,1.0787836400990163,途經興隆路三段和興隆路四段,1.2 公里,5 分,1.2,5.0
171,262,文山運動中心,永安藝文館-表演36房,"24.996842,121.559651","24.984144,121.569064",途經萬芳路,1.697528498470571,途經萬芳路,3.5 公里,12 分,3.5,12.0
171,272,文山運動中心,忠順區民活動中心,"24.996842,121.559651","24.984707,121.563125",途經興隆路三段,1.3892286836507741,途經興隆路三段,1.7 公里,7 分,1.7,7.0
171,296,文山運動中心,萬和二號公園,"24.996842,121.559651","25.001545,121.536446",途經興隆路三段,2.399792010574056,途經興隆路三段,3.1 公里,12 分,3.1,12.0
171,315,文山運動中心,捷運萬隆站(1號出口),"24.996842,121.559651","25.001447,121.539037",途經興隆路三段,2.1426083342777904,途經興隆路三段,2.9 公里,12 分,2.9,12.0
171,335,文山運動中心,景文中學,"24.996842,121.559651","24.986301,121.567855",途經萬芳路,1.4315793825575747,途經萬芳路,2.7 公里,10 分,2.7,10.0
171,369,文山運動中心,世新大學,"24.996842,121.559651","24.98862,121.54361",途經興隆路三段和106縣道,1.8579775874346418,途經興隆路三段和106縣道,3.6 公里,12 分,3.6,12.0
171,383,文山運動中心,一壽橋,"24.996842,121.559651","24.97848,121.55545",途經106縣道和辛亥路七段,2.0777582599532507,途經106縣道和辛亥路七段,3.0 公里,10 分,3.0,10.0
171,385,文山運動中心,和興路26巷口,"24.996842,121.559651","24.9856,121.54531",途經興隆路二段和景興路,1.9097111028644307,途經興隆路二段和景興路,3.9 公里,15 分,3.9,15.0
171,388,文山運動中心,景華街128巷口,"24.996842,121.559651","24.995563,121.547092",途經興隆路三段和興隆路二段,1.2757625301101918,途經興隆路三段和興隆路二段,2.5 公里,9 分,2.5,9.0
171,391,文山運動中心,景仁公園,"24.996842,121.559651","24.9966,121.540295",途經興隆路三段和興隆路二段,1.9542256716263284,途經興隆路三段和興隆路二段,2.8 公里,11 分,2.8,11.0
205,206,木柵光輝路口,捷運辛亥站,"24.988241,121.55561","25.005386,121.55716",途經興隆路三段,1.9056355374359546,途經興隆路三段,2.9 公里,10 分,2.9,10.0
205,228,木柵光輝路口,捷運萬芳社區站,"24.988241,121.55561","24.998811,121.56789",途經106縣道和萬芳路,1.7052472985118032,途經106縣道和萬芳路,2.8 公里,9 分,2.8,9.0
205,247,木柵光輝路口,木柵公園,"24.988241,121.55561","24.987144,121.560627",途經興隆路四段46巷,0.5208896763861609,途經興隆路四段46巷,700 公尺,3 分,0.7,3.0
205,262,木柵光輝路口,永安藝文館-表演36房,"24.988241,121.55561","24.984144,121.569064",途經106縣道,1.432144816087446,途經106縣道,2.6 公里,8 分,2.6,8.0
205,272,木柵光輝路口,忠順區民活動中心,"24.988241,121.55561","24.984707,121.563125",途經下崙路,0.853762153430504,途經下崙路,1.2 公里,5 分,1.2,5.0
205,296,木柵光輝路口,萬和二號公園,"24.988241,121.55561","25.001545,121.536446",途經興隆路三段和興隆路二段,2.4320506996484275,途經興隆路三段和興隆路二段,4.3 公里,14 分,4.3,14.0
205,315,木柵光輝路口,捷運萬隆站(1號出口),"24.988241,121.55561","25.001447,121.539037",途經興隆路三段,2.222451821328901,途經興隆路三段,4.3 公里,15 分,4.3,15.0
205,335,木柵光輝路口,景文中學,"24.988241,121.55561","24.986301,121.567855",途經106縣道和興隆路四段105巷,1.2548001016196535,途經106縣道和興隆路四段105巷,1.6 公里,7 分,1.6,7.0
205,369,木柵光輝路口,世新大學,"24.988241,121.55561","24.98862,121.54361",途經木柵路一段,1.2122416974351544,途經木柵路一段,1.3 公里,4 分,1.3,4.0
205,383,木柵光輝路口,一壽橋,"24.988241,121.55561","24.97848,121.55545",途經辛亥路七段,1.0813723908078157,途經辛亥路七段,1.6 公里,6 分,1.6,6.0
205,385,木柵光輝路口,和興路26巷口,"24.988241,121.55561","24.9856,121.54531",途經木柵路一段/106縣道和木柵路一段76巷,1.0802636449137755,途經木柵路一段/106縣道和木柵路一段76巷,1.9 公里,6 分,1.9,6.0
205,388,木柵光輝路口,景華街128巷口,"24.988241,121.55561","24.995563,121.547092",途經興隆路三段,1.182100033805463,途經興隆路三段,3.5 公里,12 分,3.5,12.0
205,391,木柵光輝路口,景仁公園,"24.988241,121.55561","24.9966,121.540295",途經興隆路三段和興隆路二段,1.8022065564003618,途經興隆路三段和興隆路二段,4.2 公里,14 分,4.2,14.0
206,228,捷運辛亥站,捷運萬芳社區站,"25.005386,121.55716","24.998811,121.56789",途經萬芳路,1.3052730744317682,途經萬芳路,2.3 公里,9 分,2.3,9.0
206,247,捷運辛亥站,木柵公園,"25.005386,121.55716","24.987144,121.560627",途經興隆路三段,2.0508057707143093,途經興隆路三段,2.4 公里,9 分,2.4,9.0
206,262,捷運辛亥站,永安藝文館-表演36房,"25.005386,121.55716","24.984144,121.569064",途經萬芳路,2.642159597469137,途經萬芳路,4.8 公里,17 分,4.8,17.0
206,272,捷運辛亥站,忠順區民活動中心,"25.005386,121.55716","24.984707,121.563125",途經忠順街一段,2.368503341976878,途經忠順街一段,3.7 公里,14 分,3.7,14.0
206,296,捷運辛亥站,萬和二號公園,"25.005386,121.55716","25.001545,121.536446",途經辛亥路四段,2.133870477247847,途經辛亥路四段,3.1 公里,12 分,3.1,12.0
206,315,捷運辛亥站,捷運萬隆站(1號出口),"25.005386,121.55716","25.001447,121.539037",途經辛亥路四段,1.8807819235110628,途經辛亥路四段,3.0 公里,12 分,3.0,12.0
206,335,捷運辛亥站,景文中學,"25.005386,121.55716","24.986301,121.567855",途經萬芳路,2.3738497870692816,途經萬芳路,4.0 公里,15 分,4.0,15.0
206,369,捷運辛亥站,世新大學,"25.005386,121.55716","24.98862,121.54361",途經興隆路二段203巷和景興路,2.3066048567005413,途經興隆路二段203巷和景興路,3.6 公里,14 分,3.6,14.0
206,383,捷運辛亥站,一壽橋,"25.005386,121.55716","24.97848,121.55545",途經辛亥路五段,2.9854476280581603,途經辛亥路五段,5.0 公里,17 分,5.0,17.0
206,385,捷運辛亥站,和興路26巷口,"25.005386,121.55716","24.9856,121.54531",途經景華街,2.4969804509535694,途經景華街,4.2 公里,16 分,4.2,16.0
206,388,捷運辛亥站,景華街128巷口,"25.005386,121.55716","24.995563,121.547092",途經興隆路二段,1.4889595957570814,途經興隆路二段,2.3 公里,8 分,2.3,8.0
206,391,捷運辛亥站,景仁公園,"25.005386,121.55716","24.9966,121.540295",途經景華街,1.9610598732960984,途經景華街,2.7 公里,10 分,2.7,10.0
228,247,捷運萬芳社區站,木柵公園,"24.998811,121.56789","24.987144,121.560627",途經萬芳路和106縣道,1.4859023406514353,途經萬芳路和106縣道,2.5 公里,10 分,2.5,10.0
228,262,捷運萬芳社區站,永安藝文館-表演36房,"24.998811,121.56789","24.984144,121.569064",途經萬芳路,1.6290215223980127,途經萬芳路,2.6 公里,9 分,2.6,9.0
228,272,捷運萬芳社區站,忠順區民活動中心,"24.998811,121.56789","24.984707,121.563125",途經萬芳路和106縣道,1.6347236261076092,途經萬芳路和106縣道,2.8 公里,11 分,2.8,11.0
228,296,捷運萬芳社區站,萬和二號公園,"24.998811,121.56789","25.001545,121.536446",途經萬芳路,3.1886847427239604,途經萬芳路,3.9 公里,14 分,3.9,14.0
228,315,捷運萬芳社區站,捷運萬隆站(1號出口),"24.998811,121.56789","25.001447,121.539037",途經萬芳路,2.927309592404948,途經萬芳路,3.7 公里,14 分,3.7,14.0
228,335,捷運萬芳社區站,景文中學,"24.998811,121.56789","24.986301,121.567855",途經萬芳路和指南路一段,1.3857719237127188,途經萬芳路和指南路一段,2.5 公里,10 分,2.5,10.0
228,369,捷運萬芳社區站,世新大學,"24.998811,121.56789","24.98862,121.54361",途經萬芳路,2.6986531628573265,途經萬芳路,7.0 公里,21 分,7.0,21.0
228,383,捷運萬芳社區站,一壽橋,"24.998811,121.56789","24.97848,121.55545",途經萬芳路,2.578646245305963,途經萬芳路,4.8 公里,15 分,4.8,15.0
228,385,捷運萬芳社區站,和興路26巷口,"24.998811,121.56789","24.9856,121.54531",途經萬芳路,2.7089032799928687,途經萬芳路,6.7 公里,20 分,6.7,20.0
228,388,捷運萬芳社區站,景華街128巷口,"24.998811,121.56789","24.995563,121.547092",途經萬芳路,2.1302116787064973,途經萬芳路,2.9 公里,11 分,2.9,11.0
228,391,捷運萬芳社區站,景仁公園,"24.998811,121.56789","24.9966,121.540295",途經萬芳路,2.7965151057764457,途經萬芳路,3.7 公里,14 分,3.7,14.0
247,262,木柵公園,永安藝文館-表演36房,"24.987144,121.560627","24.984144,121.569064",途經興隆路四段105巷,0.9143433722616467,途經興隆路四段105巷,1.5 公里,7 分,1.5,7.0
247,272,木柵公園,忠順區民活動中心,"24.987144,121.560627","24.984707,121.563125",途經興隆路四段109巷,0.36943267371404304,途經興隆路四段109巷,550 公尺,3 分,0.55,3.0
247,296,木柵公園,萬和二號公園,"24.987144,121.560627","25.001545,121.536446",途經106縣道,2.9161920697238943,途經106縣道,4.3 公里,15 分,4.3,15.0
247,315,木柵公園,捷運萬隆站(1號出口),"24.987144,121.560627","25.001447,121.539037",途經106縣道,2.6946212645461682,途經106縣道,4.7 公里,17 分,4.7,17.0
247,335,木柵公園,景文中學,"24.987144,121.560627","24.986301,121.567855",途經興隆路四段105巷,0.7356961265594006,途經興隆路四段105巷,1.1 公里,5 分,1.1,5.0
247,369,木柵公園,世新大學,"24.987144,121.560627","24.98862,121.54361",途經106縣道,1.725798535136464,途經106縣道,2.0 公里,7 分,2.0,7.0
247,383,木柵公園,一壽橋,"24.987144,121.560627","24.97848,121.55545",途經辛亥路七段,1.0928383572506644,途經辛亥路七段,1.8 公里,8 分,1.8,8.0
247,385,木柵公園,和興路26巷口,"24.987144,121.560627","24.9856,121.54531",途經106縣道,1.5558523466017469,途經106縣道,2.3 公里,8 分,2.3,8.0
247,388,木柵公園,景華街128巷口,"24.987144,121.560627","24.995563,121.547092",途經106縣道,1.6543683034147927,途經106縣道,3.7 公里,14 分,3.7,14.0
247,391,木柵公園,景仁公園,"24.987144,121.560627","24.9966,121.540295",途經106縣道和景福街,2.3044671577302704,途經106縣道和景福街,5.0 公里,18 分,5.0,18.0
262,272,永安藝文館-表演36房,忠順區民活動中心,"24.984144,121.569064","24.984707,121.563125",途經木新路二段,0.6028526421749424,途經木新路二段,850 公尺,3 分,0.85,3.0
262,296,永安藝文館-表演36房,萬和二號公園,"24.984144,121.569064","25.001545,121.536446",途經木新路二段111巷,3.8156517611916385,途經木新路二段111巷,7.4 公里,23 分,7.4,23.0
262,315,永安藝文館-表演36房,捷運萬隆站(1號出口),"24.984144,121.569064","25.001447,121.539037",途經羅斯福路五段218巷,3.5865249079414694,途經羅斯福路五段218巷,7.8 公里,24 分,7.8,24.0
262,335,永安藝文館-表演36房,景文中學,"24.984144,121.569064","24.986301,121.567855",途經木新路二段和保儀路,0.2683098135218312,途經木新路二段和保儀路,650 公尺,2 分,0.65,2.0
262,369,永安藝文館-表演36房,世新大學,"24.984144,121.569064","24.98862,121.54361",途經木新路二段111巷,2.617260227069359,途經木新路二段111巷,5.2 公里,16 分,5.2,16.0
262,383,永安藝文館-表演36房,一壽橋,"24.984144,121.569064","24.97848,121.55545",途經樟新街,1.5109657589076537,途經樟新街,2.9 公里,9 分,2.9,9.0
262,385,永安藝文館-表演36房,和興路26巷口,"24.984144,121.569064","24.9856,121.54531",途經木新路二段111巷,2.4036791253625154,途經木新路二段111巷,4.9 公里,14 分,4.9,14.0
262,388,永安藝文館-表演36房,景華街128巷口,"24.984144,121.569064","24.995563,121.547092",途經景興路,2.553560925639869,途經景興路,6.8 公里,21 分,6.8,21.0
262,391,永安藝文館-表演36房,景仁公園,"24.984144,121.569064","24.9966,121.540295",途經景文街,3.2155391296695135,途經景文街,6.5 公里,21 分,6.5,21.0
272,296,忠順區民活動中心,萬和二號公園,"24.984707,121.563125","25.001545,121.536446",途經木新路三段74巷,3.276176202216596,途經木新路三段74巷,7.0 公里,23 分,7.0,23.0
272,315,忠順區民活動中心,捷運萬隆站(1號出口),"24.984707,121.563125","25.001447,121.539037",途經羅斯福路五段218巷,3.058156578155522,途經羅斯福路五段218巷,7.4 公里,24 分,7.4,24.0
272,335,忠順區民活動中心,景文中學,"24.984707,121.563125","24.986301,121.567855",途經興隆路四段145巷,0.5091478009725009,途經興隆路四段145巷,700 公尺,3 分,0.7,3.0
272,369,忠順區民活動中心,世新大學,"24.984707,121.563125","24.98862,121.54361",途經木新路三段74巷,2.0173698819751524,途經木新路三段74巷,4.8 公里,15 分,4.8,15.0
272,383,忠順區民活動中心,一壽橋,"24.984707,121.563125","24.97848,121.55545",途經木新路三段155巷,1.0374388050795698,途經木新路三段155巷,1.5 公里,6 分,1.5,6.0
272,385,忠順區民活動中心,和興路26巷口,"24.984707,121.563125","24.9856,121.54531",途經木新路三段74巷,1.8013600036916588,途經木新路三段74巷,4.5 公里,14 分,4.5,14.0
272,388,忠順區民活動中心,景華街128巷口,"24.984707,121.563125","24.995563,121.547092",途經景興路,2.016479711613136,途經景興路,6.4 公里,21 分,6.4,21.0
272,391,忠順區民活動中心,景仁公園,"24.984707,121.563125","24.9966,121.540295",途經景文街,2.6548066318156,途經景文街,6.0 公里,21 分,6.0,21.0
296,315,萬和二號公園,捷運萬隆站(1號出口),"25.001545,121.536446","25.001447,121.539037",途經羅斯福路五段218巷,0.26178369866914863,途經羅斯福路五段218巷,400 公尺,2 分,0.4,2.0
296,335,萬和二號公園,景文中學,"25.001545,121.536446","24.986301,121.567855",途經保儀路,3.5924961905139887,途經保儀路,7.2 公里,22 分,7.2,22.0
296,369,萬和二號公園,世新大學,"25.001545,121.536446","24.98862,121.54361",途經景美堤便,1.6040400962009356,途經景美堤便,2.4 公里,10 分,2.4,10.0
296,383,萬和二號公園,一壽橋,"25.001545,121.536446","24.97848,121.55545",途經汀洲路四段,3.1951454460561095,途經汀洲路四段,5.9 公里,18 分,5.9,18.0
296,385,萬和二號公園,和興路26巷口,"25.001545,121.536446","24.9856,121.54531",途經汀洲路四段,1.9800268366400753,途經汀洲路四段,2.8 公里,9 分,2.8,9.0
296,388,萬和二號公園,景華街128巷口,"25.001545,121.536446","24.995563,121.547092",途經羅斯福路六段/台9線和景華街,1.262590490547094,途經羅斯福路六段/台9線和景華街,1.7 公里,7 分,1.7,7.0
296,391,萬和二號公園,景仁公園,"25.001545,121.536446","24.9966,121.540295",途經萬隆街和羅斯福路六段/台9線,0.6715897056156314,途經萬隆街和羅斯福路六段/台9線,900 公尺,3 分,0.9,3.0
315,335,捷運萬隆站(1號出口),景文中學,"25.001447,121.539037","24.986301,121.567855",途經萬隆街,3.358431207890855,途經萬隆街,7.6 公里,23 分,7.6,23.0
